-0.0058651, 0.00022792
0.59824, 0.0047863
1.0264, 0.0084330
1.1965, 0.013903
1.2962, 0.014815
1.3138, 0.028490
1.3607, 0.062222
1.3959, 0.093219
1.5425, 0.11510
1.6950, 0.13880
1.7889, 0.15339
1.8944, 0.17071
2.0293, 0.18621
2.1408, 0.20353
2.2815, 0.21812
2.4399, 0.23453
2.5455, 0.24182
2.6628, 0.24821
2.7742, 0.25276
2.9267, 0.25732
3.0674, 0.26097
3.2053, 0.26462
3.4076, 0.025755
6.0059, 0.027578
